,senti,sentence
149,0,  i bought my   windstar used in april of    i thought i was making a sound choice   i did all of the research   poured over articles   ran a carfax report   and took it to a mechanic   little did i know   my van has given me nothing but problems   i hadn t had my van for   days when i had to take it back to the dealer to get a transmission leak fixed all of the fluid was gone   i then had to replace my serpentine belt which still squeeks   then   months later my snap ring sensor on my abs broke   i had to get my camshaft synchronizer replaced    not covered under my warranty   and no mechanic would touch it   i had numerous small problems with it that were covered under warranty   but cost me     every time i had to have them fixed   i finally thought i was all done with the major repairs then came the brake problems   we had   brake jobs done in   months only to realize that the hydrolic control unit on my front drivers side brake wasn t working surprise   surprise this was not covered under my extended warranty either      not to mention my roof rack leaks so that every time it rains my seatbelts become soaked   then my passenger side automatic window stopped working and my rear drivers side window only works half the time   i have sunk more money into this van   than any other car i have owned   i m shopping for a new vehicle now because i only have    miles left on my extended warranty and there is a knocking under the hood that we can t identify and it pulls unmercifully to the right   i ve had it alligned and had the tow checked   the only good thing i can say is that my dealerships repair shop and used car manager have bent over backwards trying to appease me   maybe i just bought a lemon   but i will definately think twice before buying another windstar  
150,0,  the vehical i own is presently out of commision so my parents are letting me use thier   windstar   i am very greatful for them loaning it to me but   what a lemon   the inside light and dinger does not go off unless you are going   mph or faster and if you get below that speed limit   the interior light comes on and the ding ding ding chirps as loud as can be   i ve taken it in to be looked at more than once and the dealership always gives the van back saying   quot the problem is fixed quot   maybe i should be gripping about the manufacturer but that s not the only problem   the ride is really smooth as long as you drive   mph or more   the seats don t lay down   they fold   which makes it impossible to use for camping   i would have never puchased this automobile   i wish they would hurry and fix my car     
151,0,  i purchased a   windstar in spring of   and now have    miles on it   i did not get a after having put a transmission in our last one    so did everyone else i knew   i liked the extra room however we have had many minor problems   for one thing the wheels can not be balanced    new sets of tires   several balances   trip to dealer under warranty did not help   currently the brake light is always on   they cruise control quit working   the seat panel fell off   and the rear heat operation is sporadic   i still have my   van and it drives smoother than the windstar   next time i will return to and just plan on putting in a new transmission at    miles     
152,0,  while our instincts told us not to buy this vehicle   we did anyway   we bought our windstar and sold it   months later   i believe makes a good product   but this in my opinion is not   our windstar rattled   and just felt cheap   having drove a jeep suv before the windstar i missed sitting up high   and didn t feel as safe in the windstar   it was easy to move around   but had no sportiness or fun when driving   i have driven other minivans that i felt were of a much higher quality than the windstar   the carpet stained easily and was hard to clean   just not a good buy in my opinion   dawn   
153,0,  i bought my   cobra in january    i missed the power after selling my modified   gt a couple of years ago   my cobra had    miles on it   so   it was practically new   i was impressed with the power of the cobra and the brakes   however   i had problems with my cobra   there was what some call   driveline slop   when shifting   there would always be a loud clunking noise coming from the rear of the car   eventually   there was a big   bang   one day and it turns out my rear differential failed   there were problems with the warranty repair but that s another story   see note at end   after getting the car back it drove better    driveline slop   was gone   i was happy until a month later   when the rear axle bearings went out and needed to be towed back home   the car has left me stranded twice and it only now has    miles on it   the axle was repaired under warranty and now i will sell the car as soon as possible   i will not keep this car past the warranty period there are other things i should mention like the drivers s seat shifting during some cornering and the front bumper is loose   you can move it up and down with your hands   the dealership says this is   normal   i don t think so the overall quality of the interior is kind of cheap looking with lot s of plastic   the shifter console is loose around the shifter   just overall low quality   looks like just built a piece of crap car around a good engine and brakes   note to anyone considering buying a used car from a dealership   if the car is still under mfgr s warranty   have the dealership print you out a copy of the vehicle s   oasis   report   that s the vehicle info database   it shows all repairs done at dealerships and it shows the vehicles warranty status   this could become important later  
154,0,  i bought my explorer because of the way it drove   looked and performed   last week i would have given the explorer an a   review   however coming home from work last week   i experienced the fear of a lifetime   i always use my cruise control   and never doubted that when i put my foot on the brake   the cruise control would disengage   this was not the case last week   instead   it went faster   i got off the interstate   going about   miles an hour   i was relieved to be heading for a field   where i could not hurt anyone else   i tried to disengage the cruise control on the panel   with no success   as i neared the field i noticed that there was a rocky culvert and a barb wire fence surrounding it   making it impossible to get to the open field having slowed the car down to   with the emergency brake   i was forced to throw the explorer into park   when my knees stopped shaking   i got out of the car and noticed that the tires were smoking   a man on a tracker came by and called for help when my friend arrived   he got in and the brakes worked fine   this leads me to believe that it is a defect in the cruise control now my   check engine   light is on and the car does not idle   i have to push down on the excelerator   just to get my car to move   my tires are dangerous to drive on hopefully motors will take care of the damage it caused   but i am not sure they will   as the car now has    miles on it and no longer under warranty   has anyone had this problem occur to their explorer   whether under warranty or not   i think they should take this episode very seriously     
155,0,  we bought a new explorer in   and felt we got a pretty good deal after beating on a couple of fleet sales managers   some of the reasons we purchased the limited are   we liked the leather option for the seats   the privacy glass for all but the driver and passenger windows    i really liked   the interior door lock by the back interior door   the ability to lower the back seats and move the front seats all the way forward to accommodate my     frame if i wanted to sleep inside the vehicle   it was not as tall as most all of the other suv s so it would fit in our not so tall garage   the shift on the fly four wheel drive option   and the classic lines that didn t look like a gm product   now mind you i have had a couple of other products and had the same problem with at least   of them   the transmission we never thought that there would be the same problem with the explorer   but at k miles guess what   after coming to a full stop the transmission locked up and it wasn t going to go anywhere   fortunately the warranty covered the replacement and we were off to see the sights of oregon   since then the only problem we have encountered has been the automatic shock adjustment for different types of roads   they have not evenly leveled the vehicle and it is plain to see when you stand behind and look at it   it doesn t seem to affect the ride but we don t know what would be an obvious sign that it needed repaired other than just looking at it   one other real down side to the vehicle is the ride   on long trips the lumbar support just isn t there and driving can become painful br br  
156,0,  we bought an eddie bauer explorer in    we bought the car with a tow package and routinely used it to tow a popup camper   we loved the interior of the car and the way the car looked in the winter of    the car had    miles   we were moving to the bay area for   months and had rented a small u haul   my husband was driving the car out to california   when in the middle of nebraska   the transmission gave out   a dealer came out tow the car into the dealership   his comments to my husband   quot didn t you know you can not tow with a quot   we had to totally replace the transmission on this car   all attempts to contact to help with the payment were met with denial   we even federal expressed a letter to the president of about this issue    months later we received a form letter we have found out since then has awful issues with their transmissions   check out all the web sites about this   we sold the car immediately and have since owned a mercedes m class   great drive and great tow   and a suburban    wonderful do not waste your money on this car   it will fall apart on you and will not care br br  
157,0,  after reading the positive reviews posted on epinion   i thought i would share my negative experience with consumers   it seems the focus is a hit or miss model   the cars built right run fine   but those that miss the mark are unreliable and a hazard on the road we bought a new focus three months ago   june   in las vegas   the research   albeit a limited internet search   told of a car which was inexpensive   safe   well built and sporty   one week after we bought the focus   the car died on a busy freeway   it was repaired and returned in two days   trusting the reliability of a new car   we drove from nevada to tucson   where it died again on a stretch of road called properly termed   dead man s highway   in the middle of summer   anyway   this type of incident occurred twice more since we ve owned the focus   and considering the car has been in the shop for almost half that time doesn t bode well for reliabilty   fuel pump problems seem to be our burden   but other focus owners have different   but equally disappointing problems with their vehicles   something common to all focuses though are brake problems   car rental companies with focuses on their lot are told to replace brake pads at      miles because pads fail like clockwork   car owners   unfortunately   are only given a warranty on brakes for   years or    miles   so replacement pads are an out of pocket expense   a repeated problem continually found on focus complaint records are brakes that squeal and grind   the problem can not be fixed   and denies there are any design flaws   a website dedicated to filing a class action lawsuit against   fordfocusbreakproblems   might be of further help   also   read the negative reviews found on carsmart   i believe my idea of a   hit or miss   car will be clear from the reviews posted on that site   for those who love your focus   i am jealous   i wish i could spend my weekends some place other then service centers   for those who are looking to buy   do the research   please heed my warning and don t risk your time and money into a focus  
158,0,  the aerostar minivan is one of the worst minivans ever made it s not dependable   it constantly needs repairs   and is not something you want to stare at   the only good thing about it is it s engine selection you can choose between a   cylinder   a    v or a    v   i have a    version   when it s working it has good acceleration and horsepower   it has seating for seven and a large cargo area   it doesn t get good mileage and it gets pushed around by the wind it burns up master cylinders and transmissions   i personally would like to set mine on fire because it is not running well   my aerostar s air conditioning hasn t worked in two years   over all this van is not a very good vehicle br br  
159,0,  while the taurus is a comfortable   and rather inexpensive car   it won t get high ratings from our family   true to form   this car has lived up to the reputation of   quot fix or repair daily quot   bought used after our beloved jetta was totaled in an accident   this car seemed promising at the start   the front seats are plush and comfortable   the back seat is roomy enough for children   fits two car seats easily   but the middle seat is hard and uncomfortable   an arm rest can be brought down in the middle   and there s even a lap shoulder belt for the middle seat   but it feels like you re sitting on a rock hard surface   the back seats also folds down to expand the trunk room for hauling larger items the trunk itself is fairy large   not quite comparable to the roominess of a vw jetta s trunk   but still plenty of room for playpens or groceries   the air conditioner and heater work well   but sometimes seem slow to kick in   the stereo system is an iffy item   on one hand   it has decent sound   and provides enough bass to make most music palatable   while on the other hand it is part of the console and pretty much irreplaceable   i wouldn t advise buying this car if you re the type to pop stereo systems in and out however nice the amenities seemed at first   we started having problems with it   it features a faulty transmission that s always begging for repair   slipping in and out of gear   if you use any brake pads other than the ones   they squeal   squeak   and squawk within a thousand miles   the disc pads do not just go in with a c clamp either   you have to buy a special tool that looks like a little block   this makes a simple job a pain to complete overall   while the taurus may be inexpensive   fairly comfortable   and feature decent power   it is no fun to constantly be repairing something or trying to figure out just what is squeaking this time   this taurus needs to be put out to pasture br br  
160,0,  we purchased a new taurus in    in the first   year we owned the car it was to the dealer several times for minor repairs   the speedometer malfunctioned and had to be replaced and the alternator went out the major problems began after the car was out of warranty and had close to    miles on it the rear engine mounts were the first to go with repair costs being close to      then once again the speedometer had to be replaced at a cost of approx       over thanksgiving weekend   the fan that cools the went out it was taken to the dealer for repairs at a cost of     when the car was returned to us with the new fan we noticed our heater was no longer working   it was taken back to the dealer and low and behold it had a blown head gasket     the car is once again returned to us   the very first time i drive it the check engine light comes on and i smell radiator fluid   the car goes back to the dealer and this time has a split radiator with the cost being      i am almost scared to drive it now   i really like this car due to the fact that it has a great safety rating and it is a very comfortable car to drive and ride in   however i would recommend that you trade it in before it goes out of warranty br br  
161,0,  the taurus i am driving is a car assigned to me a little over   year ago   the following information should be useful for someone who is considering purchasing one as a used car exterior    my white taurus looks like an albino sperm whale   the rounded windshield   rounded rear window   bug eyed headlights   and the smiling mouth grill opening combine to make this a cartoon of a car interior    the interior appears to be well thought out with one exception   the terrible ergonomics of the front seats   there is no lumbar support or side support   i ve developed chronic aches in my shoulders from leaning on the fold down center console and the inside of the driver door   i am    quot   and weigh   lbs   perhaps the seats were designed for much wider drivers   three of my colleague   of various girth   who also drive the taurus complained the same of the gl s base seats   other than the seats   the rest interior is very roomy and quiet at any speed   headroom and legroom are plentiful   the dash is made of high grade plastic and rattle free even after    miles   the trunk will swallow just about anything even plywood with the rear seats folded down   the lift over height may be low   but the wide tail lamps reduced the trunk width engine    the    liter v accelerates very nicely and provides excellent fuel economy for a full size car nearly mpg freeway handling    sometimes forgetting that this is not a sports car   i would take some curves too fast   the taurus is very forgiving   however   in response with some body roll and tire squeals   very good handling for an american sedan reliability    my purchased about   of these vehicles and reliability has become an issue   one taurus   definitely a lemon   was in the shop   times within a one year period for the same problem   the engine would just quit while cruising on the freeway   the dealership replaced several electrical components before the problem went away   at approximately    miles most of these cars began experiencing transmission   quot slips or lurches quot   we spent    on one of these   just last week   the mass air flow sensor   some component for emissions control and engine regulation   went out on mine   the part itself costs    value    the depreciation on the taurus is horrendous   from     to    in four years the verdict   a very good car when new with upgraded seats don t purchase this as a used vehicle unless you are a mechanic or have a mechanic buddy     
162,0,  my two year old taurus has been in for service ten times for the same steering and alignment problem   each time   the service manager says    quot it s fixed quot   as they always replace some suspension component   but   it s never fixed   in fact   it keeps getting worse   they will not provide a loaner   even though it s under warranty and has been out of service at the dealer for over   days now i like the car   based on its styling   size   features   etc   but now my wife will no longer drive it   it s just too difficult to keep it going straight   you have to exert a considerable amount of effort to the steering wheel to stop the pulling which gets worse the faster the car is going now the service manager say    quot we don t want to put any more money into your car   so we ll give you    off a new one to trade out of your car quot   but   they offered me    to    for my car that had a sticker of     only   years ago   that s another way gets to make money on you   they try to shift their problem to you even though you have a warranty   and they believe you should pay them for their incompetence   and total disrespect for their customers what i think   they would then sell this car on their used car lot for an additional profit   of course   and cause another customer to suffer with it like we did   if they could fix it before putting it on the used car lot   why wouldn t they fix it for me   answer   they can t and they don t care who they hurt as long as they make money at the customer s expense my advice   makes nice   interesting cars   but when they make a bad one   they don t care   the customer assistance center   cac   says you have to take these issues up with the dealer   i told them my warranty is from   they do not care   so beware of buying a   the warranty means nothing to them   they do not care     
163,0,  i purchased a   taurus program car with    miles on it   from day    i have regretted that decision and will until i am rid of this lemon   i use my vehicles heavily and in the last year and a half   i have put    miles on it   i maintain my vehicles well   but for this car   it didn t matter   in     years   i have replaced the entire front end assembly three     times   replaced the transmission   and replaced the cam sensor due to hard starting   none of these repairs have fixed any of the problems with this p o s   i have written several letters to to express my deep displeasure and concern with an inferior product and to my dismay   no responses were ever given   it is easy to see that is perfectly happy to create an inferior product to sell to the u s   public no way would i ever recommend to anyone a taurus   i have a   and have driven a    the only good quality this vehicle has is that the ride is very smooth   although the front end assembly clunks when you hit the slightest of bumps br br  
164,0,  this car is okay   but not at all what i had anticipated   i would classify it on the smaller end of mid size car   at least in the passenger seating area   maybe because mine is a wagon they moved everything up to make the wagon end bigger   i don t know   but to fit   people in is very cramped also   it is a v but lacks any ooomph in its acceleration   we bought this   vehicle in   with k miles and it only has k miles now but it already has problems starting on occasion   on the upside   i think it is a decent looking car for being a wagon and the rear seats fold down for more carrying area when needed   mine has the third seat in back too which will come in handy down the road   for a smallish person like myself   the car is actually perfect    i get lost in a mig car anyway   it is just not the perfect family size vehicle we thought a stationwagon would be br br  
165,0,  it amazes me to go through all the internet resources and realize what a wide spread problem the has with head gaskets   i have always liked my taurus yet at   miles it is falling apart   since february   it has been in the shop   times   my warranty doesn t cover head gasket repair   which is what my independent mechanic says is wrong with it   will not take the word of an independent mechanic only a mechanic   first they said it was the overflow tank which i had replace in march due to rusty   leaking water now in may i have rusty   leaking water again   the dealership says its not a head gasket    now it s the freeze plug and i need a bypass kit   anyway i am frustrated and i would like to hear anything related to the   taurus   i can sympathize   by the way my car has been very well maintained and loved   please send any information or horror stories to ckn aol thanks     
166,0,  i bought my   taurus at a dealership in powhatan virginia because i loved the way it handled and the way it looked   in addition i spoke with other taurus owners   and was told that you couldn t beat the taurus   liter engine for dependability   i was a happy owner for the first   years   then one day   my wife was driving the taurus with my   children buckled in the back seat   when the engine overheated badly   she found a place to pull over   as the steam came pouring out from the cracks under the hood   she called me   and i had the car towed to the nearest service station that evening   the problem was that a freeze plug had corroded so badly   it finally gave way the mechanic informed me that there was also a lot of rust in the cooling system   he replaced the freeze plug   and flushed the cooling system   about   months later   i had the same problem   rusty water pouring out of a badly corroded freeze plug   i took the car to my regular mechanic   and he informed me that there was a recall on my taurus for which i was never notified   the reason i was given for the recall was that had manufactured the   taurus   liter engine and installed it in the vehicle without treating the inside of the block with a rust inhibitor i had the vehicle towed to the nearest dealer   and they reimbursed me for the freeze plug that i had had replaced at the service station   treated the block and replaced the most recently corroded freeze plug the very next day   on my way to work   coolant came pouring out of the block and the car overheated for the third time   the dealer had the vehicle towed back to the shop and replaced the remainder of the freeze plugs   over the course of the next   years   i had the vehicle back to the dealership   times complaining that my temperature guage was going up   almost to the red   when i was idling and would go back down when i was crusing   each time the service manager informed me that he could not duplicate the problem   the taurus now has    miles on it   for the past few weeks   i had noticed that it had a slow coolant leak   i took it back to the dealership   days ago   yesterday the service manager called to say that he needed to pull off the power steering pump and the alternator to find the source of the leak   after doing that   he called to say a freeze plug had to be replaced once again   and that would not be paying the bill because my warranty was expired   i agreed to pay   at a reduced labor rate   for the repair   after replacing the freeze plug   he called to inform me that it was still leaking   he said that it was his opinion that i should replace the engine rather than sink any more money into the rusted one   he said he would try to get the factory rep to pay for all but    of the repair but that i should call the     customer service line i called them and spoke with a lady there who informed me that would have paid for the engine up to    miles   but that since i had    miles on my vehicle   that would not pay anything   it was my contention   that since i have it documented at the dealership that i was having coolant problems all along that i was not out of warranty at all it is also my contention that my   taurus was doomed the day they manufactured the engine without treating the block with a rust inhibitor had to know that the   taurus would experience catastrophic problems before    miles   i will never purchase another product again   and i suggest that anyone reading this follow suit     
167,0,  here s everything i have nice to say about this car i purchased my   thunderbird from a seattle car dealership   months ago   it was in impeccable condition and had    miles on it   the previous owners were a retired couple who had kept the car garaged the entire time they had it   they elected to trade it in because they wanted a full size buick   purchase price for this vehicle was     and the original sticker price for this v equipped version was     i would have never anticipated buying a thunderbird this old   but the low mileage and condition of the car were what sold me   compared to the   el camino i d been driving   this car was pure nirvana to drive one thing i like about the car is its smooth ride   the suspension is not so soft that you feel detached from the road   but far more comfortable than a subcompact like my escort   a great little econobox   by the way   but that s a future epinion fit and finish of the car is above average   seats are comfortable without being overly soft   leg room is ample in front   but in back is only adequate my car has cloth seats   leather wrapped steering wheel and shifter   power driver s seat adjustment   power mirrors   overdrive   cruise control and for speaker jbl factory stereo with cassette   sound system is ok   and now that everyone has cd s   the system is a candidate for upgrading now for the bad news    buyer beware at approximately    miles the engine suffered catastrophic head gasket failure and completely toasted the engine   the engine had to be replaced to the tune of    but in my case the bulk of this was covered by the extended warranty i purchased    s reconditioned engines address this head gasket problem   the    t birds did have a   customer care   notification on record   not exactly a recall   but something just short of that   because of the problem they were having with blown head gaskets   unfortunately   this notification is no longer valid on    t birds my advice    stay away from this car due to this head gasket problem  
168,0,  let me start by saying the first time i laid eyes on this car i fell in love with it   the exterior styling was sharp yet not outlandish   the interior was   in my opinion absolutely perfect   i could not imagine the controls being any easier to reach or more intuitive to operate   i especially drooled over the automatic climate controls    why do more cars not have this feature   even the shifter knob seemed to fit right into my hand   though at the time i could not afford it new   i test drove it   the v version   and loved the way it picked up and handled   i wanted wanted wanted this car   a couple years later i totaled the car i did own in a huge snow caused multi car pileup   i needed a replacement immediately   to my great joy i found a    t bird used with only k for almost half of the new price   it was the v and the color was terrible   but it still seemed like a divine gift of fate   i loved the car for the first couple years i had it   not a single notable problem   until in   with almost k on it   the head gasket blew   just like the previous review mentioned   it was covered under an extended   pseudo recall   plan because it was such a common problem in the v models   to s credit   the was replaced completely with no cost to me   and   with a little coaxing   they actually gave me a loaner to drive for the entire time it took to get the there and installed   several weeks   at the time i chalked it up to a bad engineering flaw which they atoned for at their expense   until   months later   the transmission died   i was kinda tight on money at the time   and rather than dropping almost   grand to have it completely rebuilt   i opted to replace it with a used one   i realize the risk i took   but i figured it was the best i could do   and took my chances   then   in    that transmission died on me   i much considered dropping the car right then   but i had just paid it off a couple months before and in spite of my better judgement   a part of me still loved that car   a few months passed   and other minor problems popped up   which i attributed to age   including a brake cylinder blow out which luckily happened at parking lot speed and was fixed rather cheaply   and less notably a bushing in the front steering assembly that rotted away due to winter driving and some hard braking on my part   it also started making some noise due to a bad catalytic converter and some undiagnosed squeaky rattle coming from somewhere in the front brakes   the death blow was dealt by yet another problem with either the head gasket at close to k on the new   i thought this problem had been remedied at the time it was replaced   guess i was wrong   or possibly intake gaskets in that vicinity   at this point i have surrendered   the maintenance nightmare has worn away even the most optimistic and forgiving parts of my deep desire to love this monsterous piece of metal   in summary   i did manage to get almost k miles out of the car   though i probably sank more money into it than any logical person would   the times when it was running problem free it was a dream to drive   and i still hold to the belief that much of the car is of the highest design and ergonomic caliber   but the incidence of major mechanical problems with the most essential   and expensive   parts of the car are absolutely unforgivable   i have not heard any of these complaints with the v version   only with the   l v   if you have one of these   and you have not yet had problems   not likely   years after production   then please do what you can to either get rid of the car or get it serviced before it self destructs   i really wish that cues could be taken from the interior of this car   and many of the excellent intuitive features and transferred to other vehicles   but as much as i once loved this car   i can not recommend anyone to do anything but avoid it like the plague  
169,0,  i am in a construction business that forces me to move from one area to another as projects end   with a new project assignment comes a new vehicle   this time it s a     a step down from my previous explorer   needless to say   i was not happy for this downgraded vehicle at first especially with the stripped down absolute base model   but   it s free   so i don t complain i must confess that i am not a truck person   so i probably would never buy one with my own money   i have ridden a f   that is much nicer than a   but i would still prefer a car or an suv over a pickup truck   i understand that some people are just the opposite we are all different   another fact is that it is difficult to like a cheap vehicle once you have gotten used to a more expensive one   liking a particular vehicle is therefore all   quot relative quot   to what you have been used to   if you are stepping up to a from that   vw bug   you will love the improvements such as acceleration   quietness   etc   however   if you have been driving a   vw bug   this is a giant stepping down for its sluggish acceleration   noisy interior   and sheer ugliness   there   you get the picture of relativity the i drive has no optional equipment other than its   speed automatic transmission   it even come with manual window cranks that i thought have long gone away from automotive industry   a pickup truck is good for carrying stuff from hardware stores to my new home   it s just convenient to throw things in the back and go as long as it s not raining   if it rains   there s not enough room to put anything inside the cab   and for the obvious reasons   it s not convenient to shop from store to store as your purchases are exposed to open area unprotected   my came with a standard vinyl bench seat   and this is definitely a back killer for longer drives   in another words   it is very uncomfortable to drive more than   minutes or so   for me   a seat comfort is the number one importance more than any others   the   cylinder engine gets less than   mpg for combined city and highway driving making you to think it has good performance   however   its acceleration is   by today s standard   very poor   also   my accelerator pedal sticks in the morning   so pressing it harder makes it   quot jump quot   initially   this problem goes away after the engine warms up   while driving it is fairly easy   handling is not   making a turn requires a gentle touch   needing to come to almost a complete stop forward visibility is good because its higher sitting position   but i was quite surprised to find out how difficult it was to check my blind spots   it definitely has rear spots that are harder to check again   i drive it because it s free   not because i like it   if you are a   quot truck quot   person   then this could be a no non sense worry free vehicle   then again   if you are used to a pick up like f    just forget about getting a as you will be dreadful   where is your reference point br br  
170,0,  i have a   taurus   l axode in silver grey   this car is excellent for a family of four   and has plenty of leg room   and for a   a well designed ageless feel to it   the car has   km   it was the first attempt by to use dr   deming s japanese quality theory   it s still going   however i do use rust check spray every other year to stop salt damage in the canadian winter   the car handles very well   is low and wide and i never feel unsafe driving   the car still has original alternator   steering   radiator   fuel system   engine computer   emission control   convertor   front shocks   engine   wiper   master cylinder   fuel pump tank   i had to replace the transmission   below   starter   failed relay   brake booster   front bearing   front cv   right   muffler   tie rods   inner and outer   front bearings   water pump     plugs   wires   cap rotor   battery   a c clutch   a c seals   apart from the transmission   i consider this all normal wear and tear now the a c has failed   last year there was a musty odour   and perhaps the evaporator has failed   regardless it will cost    to fix and is simply not worth it at this age   a c must be the most unreliable part of any car   transmission failure    avoid cars with the   l engine   gasket failure   and all cars from   onwards   they suffer from weak transmissions   clutch failure and lube tubes   all taurus sable and windstar are prone to expensive repairs   i have had to replace the transmission at km and    years   attitude is unacceptable even though they extended the warranty   i should have been a total recall   once the warranty is over   are not interested in further compensation     all being said   however for a second hand vehicle    i paid   and i ve owned it    years   i think i have had overall value for money but i do not like the shoddy transmission if you own a   expect niggling problems   and possible major component failures   i suggest you invest in a web based extended warranty and buy a    year old product   at least you still have service life out of the car   and did not pay much for a decent family car   check out the web carefully for upcoming class actions and general comments on this car it also helps if you are a bit of a do it yourselfer and are able to figure out what might be the problem   before you go to your chosen independant local mechanic br br  
171,0,  from experience   i would have to say that this car is not worth the money you would spend on it   this was my first car and it had eighty thousand miles on it   it is a six cylinder     liter   from the start   i have had problems with my breaks   causing me to have them replaced four times in two years   one time my break pads actually fell out about three months after i had them fixed other problems that reoccured with my taurus is the transmission and mounts   i had to replace my transmission two time in eight months   the same with my mounts   when i finally got rid of my car   the transmission was dying again and it has only been seven months since the last time it broke   my mounts have cracked open twice   both time when i was driving   my alternator died twice   again when i was driving   at the time that i got rid of my car   the alignment was getting unaligned for no reason   i would be driving and it would get worse and worse i know another person who had a   taurus gl and she has had the same problems   i heard of a recall for a certain part of the car and went to check it out and i found that there are many parts on recall for this car i do have to say that this car does hold up well in an accident   though   i hit a car from behind and i was going about   m p h and all i really had to replace was the radiator   my air bag did not go out but that might have been because of the angle i hit the car at   neither my passenger or i was hurt at all   despite being thrown forward i like the interior of the car because it was very roomy and i could fit many people in there   the trunk is spacious and the only downfall to that is things can get lost easily in there   there was a dead spot in the steering wheel of about an inch in each direction   when my brakes did work   the anti lock system proved to be very effective   this car is affected by the wind a lot though   perhaps not as much as a smaller car   but more than i would like a car of that size to   my rear view mirror has fallen off about four times one summer but that was the only summer that it did that   that is an easy fix though   my cup holder would stick a lot also   it was the type that would just push right into the dashboard   the change holder was very conveniently placed   right under the radio     
172,0,  i have owned a   taurus since    in that time   i have sunk nearly    worth of repairs into it   including a transmission replacement   numerous brake jobs   and uncounted miscellaneous electrical and alignment based repairs   in its favor   it still runs after    miles   the air conditioning still works   however   nearly everything else does not   i bought the vehicle expecting reliability   good performance   and decent looks for the price   the looks are mostly intact   although the paint is scaling and flaking in spots   particularly on the top of the vehicle   i never got the reliability and performance has been decidedly spotty   the taurus provides good acceleration   when the transmission is working   and reasonably good steering   although it doesn t corner very tightly   it does have a reasonably roomy interior   although we ve experienced major fading and cracking of the hard components such as the dash   the major problem with the vehicle   anything that can fall part   frequently and expensively does   currently   the gas gauge doesn t work   and whenever the weather is cold   the speedometer doesn t either   consumer reports lists the   taurus as a car to avoid   and i must agree   buy the vehicle only if you can do your own repairs and don t mind lots of grease monkey time   if you don t know your way around a chilton manual   forget this car     
173,0,  we bought a   taurus almost   years ago   it seemed to be in fairly good shape and drove well for a short time   the first sign of problems to come was the cv joints   after they were replaced   the brakes squealed badly even after the pads and shoes were replaced   then the famous check engine light intermittently throughout the drive   but   saving the best for last   the notorious transmission bug has to be the best icon for the   taurus they should condsider changing their logo   no downshifting on highway exits   no upshifting when entering a busy street spontaneous shifting up and down while going down the street   or my personal favourite   the no shifting   no up   down   sideways just no gear at all just a loud screaming transmission then a sudden neck cracking lurch into nd gear and on a related note   i have no speedometer now thanks to the transmission   currently relying on a radar detector to avoid tickets   lol but to be fair   i will say that   when i am not getting whip lash from the jerky transmission   which i can find no mech to work on for less than twice what i paid for the car due to the   quot upgrades quot   made to the   model s transmissions   or wetting myself from the ever worsening loose steering   it is a comfortable ride with lots of room front and back but in my opinion   a   speed bicycle would be a better deal br br  
174,0,  i just got rid of this vehicle   my family bought it used in   and it was my first car that i had driven from the moment i learned to drive until just a few weeks ago   during the time that i owned the vehicle the rotor cracked causing the wheel to fall off   luckily while moving slowly   the air conditioner went bad around k miles and never really worked again after several repairs   the transmission started failing before k and finally went out around k miles   i had the transmission replaced and it began to fail only k miles later   the water pump also went out and the brakes began to stick   even though only the first rust spots were beginning to form on the vehicle   it felt as though it was only a matter of days before something else would go wrong   so i traded it in for a   pontiac sunfire   unfortunately   the dealer would only offer    for the trade in value because of its poor condition   this poor condition   after    miles was only the result of regular wear and tear and more than    invested in repairs over the course of   years   if you are a regular mechanic and think you can get a bargain on this vehicle then go for it   but otherwise i would recommend steering clear br br  
175,0,  my husband and i were needing a bigger car after our nd child was born   we wanted something larger than our civic so that we had room to grow and wouldn t have to buy another car for awhile we saw this beautiful burgandy taurus   it had great features   it had only    miles on it   it had power windows   doors   steering   airbag etc   the interior was very clean also   it in a dark burgandy suede feeling like material   the dealership said that it had been a rental car in hawaii   so we figured that maybe it was a pretty good car we wanted it really bad   it was a closeout and they were offering a pretty good deal on it   we ended up buying it and brought it home   after about a month or so   the air conditioner went out on it   my husband took it back to the auto store that we bought it from and they hesitantly fixed it   there were a few other weird things that went wrong with it   we decided to sell it   because we both thought that it would die on us any minute   my sister wanted to buy it from us   thinking that we were making up the weird things in our heads   we hesitantly sold it to her thinking that if something went wrong   she knew where we lived   etc   when we sold it to her   we had took the miles up to     she hadn t owned the car even two years   when she got stranded   miles from home   because the transmission went out on it   a year or so later   the engine went out on it   they ended up selling the car   it was a bad apple   they also ended up having to replace the struts on it   now   i know that we weren t hard on the car   in fact   i really only drove it around town for errands   etc if you are smart   you will stay away from this year of taurus   i don t know about the other years   but my husband and i have not had any desire to own another one br br  
