,0,1
794,Battery is quite long,1
795,The Jabra EarGels fit my very well,1
796,Battery has no,0
797,I checked everywhere and there is no for it which is really disappointing,0
798,is exactly as described,1
799,Gets a when other Verizon wo nt,1
800,Does nt do the,0
801,I would recommend it,1
802,Plan on ordering from them again and again,1
803,That said for a the is very nice many cool to play with and is decent as well,1
804,I have been very satisfied with this from one,1
805,They keep getting better and better this is my third and I ve had numerous too,1
806,to use and unreliable,0
807,The was also very quick,1
808,Not as good as I had hoped,0
809,Good,1
810,Does nt Work,0
811,Really good,1
812,Unfortunately it did not work,0
813,All three broke within two of,0
814,do nt buy it,0
815,My has the and the is dying,0
816,However the come off easily and after only one I lost one,0
817,The drop the comes on and off at will the goes black and the worst of all it stops ringing intermittently,0
818,Horrible horrible,0
819,I do nt like this Nokia either,0
820,Reaching for the is uncomfortable and the and are not where I expect them to be,0
821,I have bought this Nokia a few ago and it was a,0
822,It would take too long to describe how bad my has been with Amazon,0
823,the only VERY DISAPPOINTING was there was NO SPEAKERPHONE,0
824,Terrible My will not accept this,0
825,is useless since it does not have enough charging to charge the   I was planning to use it with,0
826,Its not it says it is,0
827,Stay Away From the,0
828,Used and dirty,0
829,Very unreliable from Tmobile,0
830,Not good enough for the,0
831,I bought two of them and neither will charge,0
832,It looks very nice,1
833,This is an excellent especially when paired with your autoanswer,1
834,I have read reviews here but I had any with it,1
835,These cover up the important above the,0
836,Comfortable in my,1
837,Just does not work,0
838,Poor Reliability,0
839,It works,1
840,If I take a the drops a and starts beeping letting me know its dieing,0
841,Terrible and of,0
842,Last buying from you,0
843,It was a of my,0
844,So far it has worked like a,1
845,I have only had it for a few but so far so good,1
846,But in any the best is you can download these to your using or even send from your to the,1
847,Would recommend this,1
848,Its been my for sound good good,1
849,Nice feels good in your,1
850,The received was Counterfeit,0
851,Just really good,1
852,Works fine,1
853,I received my in good and was happy with it,1
854,I was very pleased to see that I could replace my well travled for my,1
855,My has one also and she loves it,1
856,Good Quality,1
857,This is by far the worst I ve made on Amazon,0
858,Excellent dualpurpose,1
859,,1
860,Does not work for listening to with the cingular,0
861,It seems completely secure both holding on to my and keeping the iPhone inside,1
862,The lineanother worthless cheap from Sprint,0
863,Having with,0
864,The only good was that it fits comfortably on small,1
865,  DO NOT BUY,0
866,I am pairing this with my and I could not be happier with it so far,1
867,When it opens the is broken and the is turned off,0
868,I did nt want the going over the of my causing,0
869,Best ever,1
870,Do nt trust their and do nt expect any helpful,0
871,It was that to say that the Plantronics   maintains a flawless to my and with no static during normal,1
872,The is of low so as making the sound very cheap,0
873,comfortably came with three of,1
874,Excellent for the,1
875,Bad Reception,0
876,This is very High Chinese CRAP,0
877,It was quite comfortable in the,1
878,Great,1
879,Do nt buy this   It fails,0
880,about this is wrongFirstThe of the two was so easy it barely took a before I started making with the dialing,1
881,This was utterly confusing at first which caused me to lose a of very very important,0
882,Terrible,0
883,The and are placed perfectly,1
884,I love being able to use one for both by and,1
885,is that the are made of weak and break easily,0
886,Not nearly as good as the AMAZON makes it look,0
887,But despite these few this is of exceptional and well worth the additional of owning an official OEM,1
888,How stupid is that,0
889,I can hear while I m driving in the and usually do nt even have to put it on its loudest setting,1
890,shipped quickly and much cheaper than the,1
891,Good Samsung,1
892,So I bought about   of these and saved of,1
893,It always cuts out and makes a then says failed,0
894,Could nt figure it outMy sounded OK   not great   OK but my wifes was almost totally unintelligible she could nt understand a said on it,0
895,So I had to take the out of the put it all back together and then restart it,0
896,While I managed to bend the back in the now has enough that it will break on the next,0
897,Leopard Print is wonderfully wild,1
898,Works for me,1
899,Saggy floppy of,0
900,much better than the hard,1
901,It also had a new,0
902,Happy so far,1
903,cool,1
904,Works good,1
905,Motorola finally got the of a right,1
906,It looses to the even when it is within a between the two,0
907,but it is great i would really recommend it easier to keep up with my when I m not wearing it,0
908,As I said abovePRETTY USELESS,0
909,Never got it,0
910,This of is the worst that I have ever had,0
911,  down the because of a weak,0
912,Does not charge the Cingular ATT  ,0
913,You get extra so that you can carry out the and not get cut off,1
914,However after about a the started to get loose and wobbly and eventually my went black and I could nt receive and place,0
915,I kept catching the on the and I had to pull the out to turn it on an off,0
916,The fulfills my so I am happy with my,1
917,Logitech Bluetooth Headset is a,1
918,I like the that it rests lightly against your rather than inside,1
919,A of have been rating this a very good and so do I,1
920,I have tried these with my and my iPod and it works just fine,1
921,The there is a and the is quite low,0
922,I m returning them,0
923,I does not maintain a with the while it is on my,0
924,It is easy to turn on and off when you are in the and the are quite accessable,1
925,I have had for about a and this Christmas I bought some for the of the,1
926,Otherwise easy to install and use clear,1
927,nice,1
928,I had to purchase a different,0
929,It is a to use,1
930,Very much disappointed with this,0
931,Very with that,1
932,It did nt for me,0
933,This is the to get for,1
934,are too small,0
935,Just reading on the alone makes you say WOW,1
936,Love it Great,1
937,I really like this over the Motorola because it is allot clearer on the and the,1
938,However the are so tinny that I sometimes reach the wrong,0
939,I exchanged the za for this and I m pretty happy with that,1
940,I was very impressed with the of the,1
941,Also makes it easier to hold on to,1
942,I use this in a where there is a of high from the and it works great,1
943,Its pretty easy,1
944,I can not make at certain,0
945,however my was complain that some the does nt wake up like normal does,0
946,Beautiful though,1
947,This charge me a and still not given me my back,0
948,I m trying to return it for a,0
949,I plugged it in only to find out not a darn worked,0
950,Excellent,1
951,Earbud breaks easily,0
952,Lousy,0
953,This tries very hard to do but fails at its very to be a,0
954,It is the best I have seen on the yet,1
955,SWEETEST,1
956,Oh the seems to work fine,1
957,It fits so securely that the does not even need to be used and the is better directed through your,1
958,Not enough,0
959,Echo ProblemVery unsatisfactoryyou could only take   at a and the was very poor,0
960,do nt waste your,0
961,I am going to have to be the first to negatively review this,0
962,does not provide enough charging current,0
963,There was so much over this that I assumed it was the best my,0
964,You also can not take with it in the because the is covered,0
965,falls out easily,0
966,It did nt work can not hear me when I talk,0
967,The is really tricky to use,0
968,I m really disappointed all I have now is a that does nt work,0
969,Painful on the,0
970,Lasted one and then blew up,0
971,disappointed,0
972,of around,0
973,The does get smudged easily because it touches your and,0
974,What a of,0
975,Does Not Match Picture,0
976,The only that disappoint me is the red,0
977,You can not answer with the never worked once,0
978,A very very very slowmoving aimless about a distressed drifting young,0
979,Not sure was more lost   the flat or the nearly half of walked out,0
980,Attempting with black   white and clever angles the disappointed   became even more ridiculous   as the was poor and the and almost nonexistent,0
981,Very little or to speak of,0
982,The best in the was when Gerardo is trying to find a that keeps running through his,1
983,The of the lacks meaning,0
984,Wasted two,0
985,Saw the and thought it was a good good for,1
986,A predictable,0
987,Loved the of Jimmy Buffet as the,1
988,And those were adorable,1
989,The showed a of Florida at its best made it look very appealing,1
990,The Songs Were The Best And The Muppets Were So Hilarious,1
991,It Was So Cool,1
992,This is a very right on that delivers almost right in your,1
993,It had some average from the main and it was a low as you clearly can see,0
994,This is long overdue since I consider A Tale of Two Sisters to be the single greatest ever made,1
995,Ill put this up against any in of acting directing or any other of filmmaking,1
996,Its practically perfect in all of them   a true in a of faux,1
997,  The of this is easily the most tightly constructed in the of,1
998,I can think of no other where vitally important occurs every other,1
999,In other the content of this is enough to easily fill a other,1
1000,How can in their right ask for more from a than this,1
1001,Its quite simply the highest most superlative of imaginable,1
1002,Yes this does require a rather significant of puzzlesolving but the fit together to create a beautiful,1
1003,This short certainly pulls no,0
1004,Graphics is far from the best of the,0
1005,This is the one best TH in the,1
1006,It deserves strong,1
1007,It is an insane,1
1008,There are massive massive unlockable its just a massive,1
1009,Waste your on this,1
1010,This is the of that is wasted properly,1
1011,Actually the were good at the,1
1012,the are,0
1013,As they say in Canada This is the aye,1
1014,This rocks,1
1015,Buy it play it enjoy it love it,1
1016,Its PURE,1
1017,This was a doomed from its,0
1018,The very of it was lame   take a minor from a mediocre PG and make a complete while changing its to a PGrated,0
1019,I was nt the least interested,0
1020,Not only did it only confirm that the would be unfunny and generic but it also managed to give away the ENTIRE and I m not exaggerating   every every every is told in the,0
1021,But its just not funny,0
1022,But even the talented Carrell ca nt save this,0
1023,His do nt fare much better with like Morgan Freeman Jonah Hill and Ed Helms just wasted,0
1024,The itself is just predictable and lazy,0
1025,The only real work is the of all the and the of those into the is some of the worst and most obvious I ve ever seen,0
1026,But whatever it was that cost them so much it did nt translate to that s for sure,0
1027,The succeeds despite or perhaps because of an obviously meagre,1
1028,I m glad the did nt go for the most obvious as a lesser certainly would have,1
1029,In to having one of the most lovely ever written French Cancan also boasts one of the cutest leading ever to grace the,1
1030,Its hard not to fall in with that,1
1031,On the negative its insipid enough to cause for another   of wasted in of the,0
1032,Long and pointless,0
1033,But I recommend waiting for their future let this go,0
1034,Excellent cast performances,1
1035,Totally believable,1
1036,Anne Heche was utterly convincing,1
1037,Sam Shepards of a gung ho Marine was sobering,1
1038,I sat riveted to the,1
1039,All in all I give this a resounding   out of,1
1040,I do think Tom Hanks is a good,1
1041,I enjoyed reading this to my when they were little,1
1042,I was very disappointed in the,0
1043,One is totally annoying with a that gives me the of on a,0
1044,There is a totally unnecessary,0
1045,There was absolutely no or to these or,0
1046,This totally grates on my,0
1047,The are not improved by because the now have twice as much to worry about not only whether they re delivering the well but whether the itself is any good,0
1048,And quite honestly often its not very good,0
1049,Often the does nt really follow from one to another or fit the,0
1050,It crackles with an unpredictable youthful   but honestly i found it hard to follow and concentrate on it meanders so badly,0
1051,There are some generally great in it,1
1052,I would nt say they re worth   of your though,0
1053,The were good   just cross the from to PG,1
1054,I especially liked the with the in other I could predict the verbatim but the in this made better,1
1055,If you want a that s not gross but gives you some this is a great,1
1056,Alexander Nevsky is a great,1
1057,He is an amazing one of the most important lived,1
1058,I m glad this pretentious of s did nt do as planned by the Dodge stratus Big Shots,0
1059,This if the first I ve given a   to in,1
1060,If there was ever a that needed to promote this is it,1
1061,Overall the is interesting and thoughtprovoking,1
1062,Plus it was wellpaced and suited its relatively short,1
1063,Give this a,1
1064,I gave it a    The and the Lion is well written and superbly acted,1
1065,It is a true classic,1
1066,It actually turned out to be pretty decent as far as Blist go,1
1067,Definitely worth checking out,1
1068,The was the,0
1069,It was horrendous,0
1070,There was believable about it at all,0
1071,The only I was feeling was the at just how retarded the were,0
1072,MANNA FROM HEAVEN is a terrific that is both predictable and unpredictable at the same,1
1073,The are often funny and occasionally touching as the evaluate their and where they are going,1
1074,The of are more than just a,1
1075,Ursula Burtons of the is both touching and funny at the same with out making of or the,1
1076,If you are looking for a with a terrific some good a Shirley Jones of The Way You Look and an uplifting give this a,1
1077,I do nt think you will be disappointed,1
1078,Frankly after Cotton and Unfaithful it was kind of embarrassing to watch Lane and Gere in this because it is BAD,0
1079,The was bad the were extremely shallow and insincere,0
1080,It was too predictable even for a,0
1081,Too politically correct,0
1082,Very disappointing,0
1083,The only really worth watching was the and the because it is beautiful,1
1084,I love Lane but I ve never seen her in a this lousy,0
1085,An and a I wish I could bring back,0
1086,But in of the writing its very fresh and bold,1
1087,The helps the along very well maybe the idiotsavant could have been played better and it is a real to watch,1
1088,The and the are nt quite as good,0
1089,The was so boring that I sometimes found myself occupied peaking in the instead of watching never happened during a Columbo before,0
1090,  and sometimes it was so embarrassing that I had to look away,0
1091,The seems too pretentious,0
1092,The with the are a,0
1093,And generally the and is weaker than the average,0
1094,Then where they debated whether or not to sack the falsely was accused for the is pure really stupid,0
1095,Some should be given to the however,1
1096,I really liked that,1
1097,A great by a great,1
1098,The had you on the of your and made you somewhat afraid to go to your at the of the,1
1099,The in the is really nice too,1
1100,I d advise to go and see it,1
1101,Brilliant,1
1102,   I liked this way too much,1
1103,My only is I thought the playing the was a low Michael Ironside,0
1104,It rocked my and is certainly a must see for with no social or physical,1
1105,However this did nt make up for the that overall this was a tremendously boring,0
1106,There was NO between Ben Affleck and Sandra Bullock in this and I could nt understand why he would consider even leaving his for this that he supposedly was knocked out by,0
1107,There were several in the that just did nt need to be there and were excruciatingly slow moving,0
1108,This was a poor of My Best Friends Wedding,0
1109,All in all a great,0
1110,I can not believe that the agreed to do this,0
1111,I could not stand to even watch it for very long for of losing,0
1112,I guess that at the that aired this watched it before putting it on,0
1113,IMDB only go as low   for awful its to get some negative in there for such as these,0
1114,I saw Mirrormask last and it was an unsatisfactory,0
1115,Unfortunately of meant that after passed with little in the of dramatic or,0
1116,These are the central of the and they are handled ineptly stereotypically and with no of,0
1117,All the pretty in the can not make up for a of that is flawed at the,0
1118,It is an and of following a of very pretty high and cry about,0
1119,You ca nt relate with them hell you barely can understand them,0
1120,This is definitely a well worth viewing and sharing with,1
1121,This is a pure the is stupid and the is the worst I have seen it confuses you incredibly,0
1122,The is badly made and some of its underwater are repeated a thousand in the,0
1123,A truly truly bad,0
1124,The is terrible and the is worse,0
1125,The only possible this could be redeemed would be as MSTK,0
1126,I paid too much,0
1127,Also its a real to see Anthony Quinn playing Crazy Horse,1
1128,It was so BORING,0
1129,No whatsoever,0
1130,Again no at all,0
1131,Horrible,0
1132,Worst and a of my lifeOh my,0
1133,I had to walk out of the for a few just to get some,0
1134,I hate like that,0
1135,Yeah the pretty much sucked,0
1136,THERE IS NO PLOT OR STORYLINE,0
1137,If you do go see this bring a or a to keep you occupied through out,0
1138,Awful,0
1139,I do nt think I ve ever gone to a and disliked it as much,0
1140,It was a good that the only cost five because I would be mad if I d have paid   to see this,0
1141,identifies with these because they re all and or predictably reversestereotypes,0
1142,This is a bad with bad and good ugly crafted by Paul Haggis for ca nt handle but the bold in storytellinga painted with,0
1143,Crash is a depressing little that provokes but teaches you if you already know and are bad,0
1144,Still I do like this for its of there s not enough out there like this one,1
1145,Your will attempt to as of a primal of,0
1146,I was left shattered from the of watching this and I took a good two to fully recover,0
1147,This now joins Revenge of the Boogeyman and Zombiez as of the hellish of,0
1148,I certainly do not mean this in a good,0
1149,I mean this in a terrible,0
1150,This has no,0
1151,is appalling,0
1152,Artless endlessly presents us with the ugliest setting imaginable ie,0
1153,The is beyond stupid,0
1154,The iswas there a,0
1155,The are annoying,0
1156,The is charismafree,0
1157,Utterly without on any this is akin to torture,0
1158,Ill even say it again   this is,0
1159,Maybe there would be a reasonable for this,0
1160,Not a pleasant of,0
1161,Highly unrecommended,0
1162,If this sound stupid that s because it is,0
1163,Yes its that bad,0
1164,at all to recommend,0
1165,An excellent from Ms   Garbo showed right off the that her could carry over from the silent I wanted to see some of her silent but Netflix does nt seem to be stocking them,1
1166,Its also great to see that renowned silent Frances Marion hasnt missed a going from silent to sound,1
1167,This suffered because of the writing it needed more,0
1168,There were too many close,0
1169,But other than that the seemed to drag and the did nt really work for their,0
1170,But this is definitely a below average,0
1171,You ll love it,1
1172,This is BAD,0
1173,So bad,0
1174,The is way too long,0
1175,This is definitely one of the bad,0
1176,The I received was a great for its,1
1177,John Wayne did an incredible for being so young in the,1
1178,His on shined thought even though there were other senior on the with him,1
1179,I think that it is a must see older John Wayne,1
1180,I really do nt see how could enjoy this,0
1181,I do nt think I ve ever seen a as boring as this of,0
1182,It probably would have been better if the had nt spent most of the showcasing his own which really is nt that noteworthy,0
1183,Another I did nt really like is when a got punched in the a of would spew forth soon after,0
1184,Jamie Foxx absolutely IS Ray Charles,1
1185,His is simply,1
1186,He owns the just as Spacek owned Coal Daughter and Quaid owned Great Balls of Fire,1
1187,  In its hard to remember that the of Ray Charles is being acted and not played by the himself,1
1188,Ray Charles is legendary,1
1189,Ray Charles provided excellent biographical for the which goes well beyond being just another about a,1
1190,Hitchcock is a great,1
1191,Ironically I mostly find his a total of to watch,0
1192,Secondly Hitchcock pretty much perfected the and,1
1193,Its this to the that sabotages most of his,0
1194,Hence the whole lacks a certain,0
1195,The simply rumbles on like a desperately depending on the of new,0
1196,There are the usual Hitchcock,0
1197,Mishima is extremely uninteresting,0
1198,This is a chilly unremarkable about an livingworking in a chilly abstruse,0
1199,The flat do nt hold your because they are emotionally adrift and stagy,0
1200,And the of it just sits there being awful with singing about the they pledge themselves to hairsplitting about the of etc,0
1201,He can bore you to and kill the of a quicker than else,0
1202,Schrader has made a full of lousy amateurish,0
1203,When I first watched this in the I loved it,1
1204,I was totally fascinated by the the dancing,1
1205,However I recently watched the whole again on DVD and I was completely struck by how extremely stupid the was   how it contained and   frankly   a whole of   and how horrid the was,0
1206,I mean in a realistic she would NEVER have gotten into that,0
1207,The also lacked in,0
1208,Woa talk about awful,0
1209,Do not waste your,0
1210,It was just too horrible,0
1211,The worst sappiest,0
1212,But really made it unwatchable was the,0
1213,The poor,0
1214,You ca nt even tell if they have any because they not only have pathetic to speak but the gave them no,0
1215,If you check the on this you will see why this did nt have a,0
1216,This would not even be good as a made for,0
1217,If good made a great then this might be one of the greatest ever made,1
1218,The has great a a significant least a significant of existential aerial that ought to have thrilled both and and about which one might deeply care,1
1219,Regrettably the fails,0
1220,The lacks visual of and of the very that underlines the,0
1221,No has been worse used that June Allison in this,0
1222,Yet I enjoy watching it,1
1223,Unfortunately this is a bad that is just plain bad,0
1224,Bad bad and horrible make this one plain bad,0
1225,The sucked,0
1226,The it can be called thatsucked,0
1227,The sucked,0
1228,The sucked,0
1229,The just sucked,0
1230,That was nice,1
1231,That was funny,1
1232,It was so funny,1
1233,Overall this was cheap,0
1234,But this is not funny considering the of it,0
1235,I came out of it feeling angry,0
1236,Whatever else can or ca nt be said about it SURFACE is superbly crafted,1
1237,The is simply stunning to say the least and the are if not stateoftheart,1
1238,Conceptually the offers a little of and for just about fx,1
1239,And there was nt a single sour struck either some surprisingly solid here,1
1240,All considered a very well done,1
1241,Thanks good a like this was done and released,1
1242,One of the best mexican ever and one of the less understood even by themselves no matter how identified the should have felt with it,1
1243,It ranks highly as a great incredible by Belmondo and Lino Ventura,1
1244,The given to every and complex psychological detailing and are tremendous,1
1245,It is an excellent an excellent and an excellent,1
1246,Up there with the best of Melville,1
1247,about this is simply incredible,1
1248,You truly take this through the and of a,1
1249,BLACK is a that manages to completely transcend its its an by continually subverting to emerge as an intense,1
1250,The are real and gripping the is extremely well done indeed if the Black Water is to be believed that s because they used real and the is fabulous,1
1251,I thoroughly enjoyed it when Christopher Eccleston took of the TARDIS and the of the,1
1252,I m not sure he was trying to do with this,0
1253,If it was to turn my good feeling into a of disturbing than I guess he succeeded,0
1254,There is a of beautiful,1
1255,It was forced like in this,0
1256,Again lame,0
1257,where the really pied me off,0
1258,And do nt even get me started on the,0
1259,When I saw it in the I thought I was going to be sick,0
1260,The were nt witty,0
1261,The   well I said I d let that one go,0
1262,The was bad,0
1263,Really bad,0
1264,Even Billy Bob could nt rise above the which was worse,0
1265,Camerawork   again bad,0
1266,  out of,0
1267,An AMAZING to possibly the BEST of all,1
1268,Kieslowski never ceases to amaze me,1
1269,He is one of my favourite and one of the most talented in the of,1
1270,His of the of the French in the three was short of incredible every every was like a of,1
1271,Three of the most visually appealing i ve ever seen,1
1272,And his subtle between the three are awesome,1
1273,I have to mention this and it is a huge i loved the ending how all the of the three were the remaining of the with Valentine and the young together and the old watching it on her solidifying his over the which he dealt with for those many,1
1274,I could nt think of a better to end the but a on my great to wrap up an amazing and,1
1275,I recommend this for loves anythingA of,1
1276,  out of   for both the and,1
1277,I literally vomited while watching this,0
1278,I think i was one of the found this another one of,1
1279,his as awarded was stunning,1
1280,the which was told so eloquently by Francis ford Coppola   earlier really unfolds gradually and leaves for the to develop,1
1281,In a most wonderful lies a of,1
1282,All in all a beautiful directed from Nicolas roeg wih a sublime,1
1283,I m translating for a and this is the first in my working that I found offensive to my,0
1284,But when strives for and but delivers a muddled and often ridiculous a of disparate pretentious Then you get the worst of a that some other very accurately defined as pretentious,0
1285,To those find this intelligent or even masterful I can only say   its your and your you obviously used to try and make some of this pitiful its in our human to try and make of,0
1286,One more I can tolerate political very well I m all for artistic and of but the Slavic female was just too much,0
1287,This is such a and funny,1
1288,Highly entertaining at all,1
1289,It features an outlandish of memorable psychotic but lovable,1
1290,So for our we get to see them run around and be dangerous,1
1291,It even has its sweet,1
1292,The was really funny and his to the nuts and bitchy were truly genuine,1
1293,All the in this are tremendously well played,1
1294,And I really did find them funny,1
1295,This is actually a very smart,1
1296,There is a brilliant ending,1
1297,  I love it,1
1298,The is so SO perfect you ll shed a,1
1299,I am so thrilled after seeing a like this,1
1300,I will never forget it now,1
1301,It is not just a it is a CLASSIC,1
1302,Which has more and than the underneath it,0
1303,The Malta are as dry and as barren as the,0
1304,This is terrible,0
1305,The are terrible playing like they re   old at that are   wide of the etc,0
1306,For those that seen it do nt waste your,0
1307,To call this a is ridiculous,0
1308,Started watching this but did nt believe in any of the,0
1309,In particular the between the and the just did nt for me at all,0
1310,It was a very superficial and it gave me the that I was watching rather than a,0
1311,The were very stagey and the was a like a,0
1312,By the the waylaid the I was bored and did nt care happened next and so I switched off,0
1313,Glad I did nt to see it,0
1314,Did nt laugh or even smile once,0
1315,But it was nt at all just one big   It is a really good to watch,1
1316,It is very educational for   to   old,1
1317,Barney is definitely super,1
1318,is pretty funny,1
1319,Babie Bop is very cute,1
1320,The are very cool too,1
1321,  But Storm Trooper is not even bad enough to make it to the of wonderfully terrible,0
1322,Its just lame,0
1323,The said he s had better with his potted has it right,0
1324,about this is stupid,0
1325,Even if you love bad do not watch this,0
1326,It is shameful,0
1327,I would give this series a   plus if i could,1
1328,The were smack on and I think the best and were a to the showThese were so real,1
1329,I must say I have taped most of the and i find myself watching them over and over again,1
1330,Now you know why I gave it a,1
1331,I do nt know exactly it is about this but we latched on to this endearing and it has become a special of our familys,1
1332,I totally and absolutely recommend this to likes good wholesome because that is exactly this is,1
1333,The that the four get themselves into is absolutely hilarious to watch,1
1334,This is one of the best out there that shows such strong for each other,1
1335,Much more interesting more more and less of the unneeded,1
1336,from acting to was solid,1
1337,Definitely worth checking out,1
1338,is so talented and versatile in so many of and portraying different on,1
1339,This has a to it,1
1340,I am so pleased to know such a modern is out there   letting is for drive him and taking us as an with him,1
1341,The new were nt all that memorable and I found myself forgetting was,0
1342,I felt as though her going to Ireland did absolutely whatsoever,0
1343,It did nt make me scared horrified or make me sympathetic towards the it was simply annoying,0
1344,The were also annoying,0
1345,The was the same as pretty much every other cheap,0
1346,There was a few pathetic to give the some but it did nt really work into the of the,0
1347,I guess it was supposed to be clever then shed some on the but it was just stupid,0
1348,If you see it you should probably just leave it on the,0
1349,Elias KoteasJack Palance play good Angelina is hot and gets nakedBilly Drago appears in this and is cool as usual   a by Sven ole Thorsen helps make this a very enjoyable with good and a decent,1
1350,This was such an awesome that i bought it off of Ebay,1
1351,I really loved the and the was kinda if has a about Fort Steele just ask away   This totally UNfunny is so over the top and pathetic and unrealistic that throughout the whole   of utter I probably looked at my about  ,0
1352,Lucy Bell is so much higher than this and for her to sink this is quite depressing,0
1353,All this does is make you sick watching all these make for their stupid for  ,0
1354,God and I can never get that   back,0
1355,I think the most wonderful literally full of are the from his,1
1356,The especially designed to work with the are amazingstylized beautiful and effective,1
1357,They could be used as for any,1
1358,The were powerful of the of and of,1
1359,After watching this I wanted to learn more about the of this,1
1360,I highly recommend this for interested in or Japanese,1
1361,Here in The Wind and the Lion we see a wonderful of Americas own Imperial,1
1362,  makes this different are the terrific   faultless and   the terrific   the underappreciated Brian Keith playing a Teddy   and vivid,1
1363,Though The Wind and the Lion is told largely through the of the every of the can identify with one of the whether it be Sean Connerys noble Candace Bergens feisty John Hustons wily John Hay or Steve Kanalys spiffy radiant ruthless Roosevelts Big Stick,1
1364,This is high at its best,1
1365,I think it was Robert Ryans best because he portrayed like my and he was a schizophrenic in real although he never murdered but was affected more so during the second which made him worse,1
1366,Having to humour him just to get by and get through the was so apt,1
1367,My and had to do thisWhen I saw Robert Ryan portraying this of it was a very good of this of and I was impressed,1
1368,Almost all of the in Cover Girl are oldfashioned and not very tuneful,0
1369,The most annoying about Cover Girl is the in which Rita Hayworth is put up on a,0
1370,Unfortunately Cover Girl is an of how Hollywood used to exploit for financial,0
1371,Nonlinear thus many and every are articulated quite well,1
1372,The good also makes her and Monica Bellucci look very beautiful,1
1373,A good of and undoubtedly a worth seeing,1
1374,For are first in I think they did an excellent,1
1375,It was very popular when I was in the a good and very good and of,1
1376,Its a and that s how I felt when I came out of the,1
1377,It has northern humour and positive about the it represents,1
1378,I rather enjoyed it,1
1379,I liked it,1
1380,I could nt take them seriously,0
1381,It really created a unique though,1
1382,Vivian Schilling did an excellent with the,1
1383,A better than   of the in the,1
1384,Her was played well,1
1385,Not too screamy not to masculine but just right,1
1386,The really likes her in this,1
1387,I would have casted her in that after ready the,1
1388,As a European the is a nice to my as a in the and the I had living abroad and interacting with other although the were slightly different,1
1389,I am a of his,0
1390,Even worse than Ticker,0
1391,  That was bad,0
1392,Only like   or   used a of MAYBE   poor,0
1393,It just blew,0
1394,This is excellentAngel is beautiful and Scamp is adorableHis little when he s scaredand the funniest are is caught under the and when Angel and Scamp are singing I ve Never Had This BeforeI totally recommend this movieits coming out on special on June The has on a can and Angel underneath the,1
1395,I just ca nt explain this more than adorableThe are the have specialToo funny i laughedkids will LOVE itBuy it when it comes has new,1
1396,Now we were chosen to be tortured with this disgusting of blatant American,0
1397,This is made for Americans   it is too stupid and full with and to be admitted elsewhere,0
1398,Almost involved must be to is utterly predictable and bad is of all round,0
1399,I wish I could enter negative,0
1400,The are so bad they would nt look out of on a,0
1401,The of needlessly repeats itself throughout the but is well backed up by bad and bad is a here no that are thrown in for no whatsoever vehicles that looked like they were made from a Corn Flakes and a directorial that bordered on,0
1402,Oh yeah and the was pathetic too,0
1403,I hate writing bad about   especially those in which I really like the   but this is so bad I do nt believe for one that could have been proud of it,0
1404,I am not a nor am I a but I would hide my in the if I d spent whatever of and on this,0
1405,In short   this was a monumental of and and I would not recommend to EVER see this,0
1406,It came free with a I bought but I still turned the off halfway through because I was embarrassed for Howell,0
1407,   and only because there is no for,0
1408,An interesting and Billy Drago is always good as a dangerous I d love to see Drago Stephen McHattie and Lance Hendrikson in a together talk about raging,1
1409,The was nt terrible either,1
1410,But the that of such as Drago and Debbie Rochonwas terrible the directing worse perhaps contributory to the former the and the barely tolerable,0
1411,Still it was the that got a big   on my,1
1412,Yes I am simplifying here for the of for this really is at the of the with this   it has too much going on without any real fulfilling,0
1413,Both do good and are quite amusing,1
1414,But the convoluted just did nt convince me and much of the was watched with a weird,0
1415,I let my talk me into seeing this   bad we both hated it,0
1416,The last   of are also not bad as well,1
1417,Bela Lugosi was totally extraneous intoning odd,0
1418,The was decidely wooden though no worse than a Universal B,0
1419,I like Armand Assante   my companys sounded interesting so I watched it twice already and probably will again,1
1420,I believe the did a good of tying up the loose,1
1421,My   is mostly for the,1
1422,I wo nt say any more   I do nt like so I do nt want to be one but I believe this is worth your,1
1423,Wow a bad,0
1424,Not frightening in the least and barely comprehensible,0
1425,The does nt hang together at all and the is absolutely appalling,0
1426,Not even good for,0
1427,I was nt expecting Oscar but this,0
1428,You d have to have the of particularly stupid not to see that one coming,0
1429,This and I use that loosely is an to the moviegoing public,0
1430,If only involved with it knew how to string together,0
1431,This gets a   out of   simply because there s lower,0
1432,This is one I did not have but I watched it recently on Fox Movie Channel and was very disappointed,0
1433,I know he was a with little over his but the was as bad as the,0
1434,Victor McLaglen was even bad and Brian DonLevy was almost unrecognizable,0
1435,Considering the off between Taylor and Stanwyck it was surprising how little there was on between the two of them,0
1436,But the of the was so ridiculous that the President of the US   The were entirely unmoving,0
1437,The only worse than Taylors acting was Stanwycks singing,0
1438,Whatever the was going for he missed entirely,0
1439,I was deeply impressed with the he played,1
1440,I knew when I saw the that more great were to come from this gifted,1
1441,A cheap and cheerless with poor of underbite stoic think Chow Yun Fat in A Better and some cheesy thrown into an abandoned ready for a few poorly executed flying rolls a la John Woo,0
1442,Even the squibs look awful,0
1443,At no in the does it look remotely like America,0
1444,The such as it is is so derivative and predictable that the is like a killing,0
1445,The awful and hopeless by gets off a real of and,0
1446,I was very uneasy with how bad this was but not scared at all,0
1447,The is composed of that make little,0
